,tweet_text,date,hashtags,link
0,What's disrupting what? What if U deeply examined the other scenario of locusts disrupting the fight against #COVID19UG which will manifest as a larger food crisis incase the infestation period of #COVID19UG is lengthened leading to financial constraints to handle the 2 scenarios,2020-04-09 21:41:37+00:00,#COVID19UG #COVID19UG,https://twitter.com/mumyamu_ismail/status/1248365476935335948
1,Bank acct had forgotten small small then boom..... #COVID19UG,2020-04-09 21:01:34+00:00,#COVID19UG,https://twitter.com/Joshuakanyii/status/1248355396626132998
2,"And the #UGLocustControl teams in this fight are doing that. Observing the #COVID19UG prevention guidelines as provided by Government, including testing whoever enters the airport area and observing #SocialDistancing at all times.",2020-04-09 20:44:39+00:00,#UGLocustControl #COVID19UG #SocialDistancing,https://twitter.com/MAAIF_Uganda/status/1248351139281752065
3,Empty shelves are rather a result of domestic forces. @davidkabanda @Ojilong1 @MAAIF_Uganda @mtic_uganda #COVID19UG https://blogs.worldbank.org/voices/three-imperatives-keep-food-moving-time-fear-and-confusion?cid=ECR_E_NewsletterWeekly_EN_EXT via @WorldBank,2020-04-09 19:58:19+00:00,#COVID19UG,https://twitter.com/BSenfuka/status/1248339478650986498
4,No need to treat her like she's the cause of #COVID19UG #EndViolenceAgainstWomenAndGirls,2020-04-09 19:47:57+00:00,#COVID19UG #EndViolenceAgainstWomenAndGirls,https://twitter.com/FrancisOkullu/status/1248336870540554241
5,Let's first win this #ChinaVirus #COVID19UG,2020-04-09 19:30:59+00:00,#ChinaVirus #COVID19UG,https://twitter.com/briandabullet/status/1248332599803682816
6,"All 338 samples tested today, 9th April, are negative for #COVIDー19. Total number of cases in #Uganda is 53. #StayAtHome #COVID19UG #HealthyAtHome #StaySafe #StayAtHomeSaveLives #Uganda #comms4good #comms",2020-04-09 19:18:47+00:00,#COVID #Uganda #StayAtHome #StayAtHome #COVID19UG #HealthyAtHome #HealthyAtHome #StaySafe #StayAtHomeSaveLives #StayAtHomeSaveLives #Uganda #comms4good #comms,https://twitter.com/PRAU_Uganda/status/1248329532114980870
7,@MinofHealthUG hopes to discharge at least 1 person tomorrow after recovering from #COVID19UG #GoodNews,2020-04-09 19:13:06+00:00,#COVID19UG #GoodNews,https://twitter.com/MrKabugo/status/1248328098698989569
8,This guy has a point #COVID19UG cc @elioda_n @RitahKA1 Museveni been right to ban the word #boredom ,2020-04-09 19:12:39+00:00,#COVID19UG #boredom,https://twitter.com/JonanTea/status/1248327988569088000
9,"As NBS hosts noise makers, #NTVOnTheSpot has @JaneRuth_Aceng In depth discussion on #COVID19UG",2020-04-09 19:11:50+00:00,#NTVOnTheSpot #COVID19UG,https://twitter.com/MrKabugo/status/1248327781055901704
10,"Dear @MinofHealthUG thank you for the good work you are doing in fighting the #COVID19UG virus. I have 40 boxes of soap worth a ka Ugx.1,000,000 to support the national task force. Please let me know how I can deliver it. Thank you. @JaneRuth_Aceng @DianaAtwine @OPMUganda",2020-04-09 19:00:28+00:00,#COVID19UG,https://twitter.com/antonyagaba/status/1248324919169036289
11,Aluta Continua as we suppress the spread of the deadly #COVID19UG #Tonsembelela #STAYSAFEUG,2020-04-09 18:59:11+00:00,#COVID19UG #Tonsembelela #STAYSAFEUG,https://twitter.com/ikyomuhendo/status/1248324598648750083
12,"More good news for Uganda, no positive sample #COVID19UG . Isn’t God just amazing? Over 300 tests today! ",2020-04-09 18:58:41+00:00,#COVID19UG,https://twitter.com/NabaasaInnocent/status/1248324473440350213
13,#COVID19UG Update: 338 samples tested at @UVRIug turned out negative for COVID-19. Confirmed remain 53. #NTVNews,2020-04-09 18:55:25+00:00,#COVID19UG #NTVNews,https://twitter.com/MwesigyeWalter/status/1248323648378810368
14,Lets flatten the curve! Alhamdulillah... #COVID19UG #STAYSAFEUG,2020-04-09 18:52:20+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/ShakiraNiyonku2/status/1248322871983734789
15,"Dear @husmwo @tru_sseggujja ,You are the only Ugandans who can challenge Daddy @KagutaMuseveni Please do it quickly,Your back should be straight ate temukikinaza kabina nyo #COVID19UG #Museveni challenge",2020-04-09 18:36:02+00:00,#COVID19UG #Museveni,https://twitter.com/iam_matovu/status/1248318771179196416
16,This nation has never been defeated when we’re together.& we’re not going to be defeated now by #COVIDー19.#COVID19UG especially under the leadership of @KagutaMuseveni @MinofHealthUG @DianaAtwine @JaneRuth_Aceng @StateHouseUg and the general public.@EstherBirungi4 @esther_aoko,2020-04-09 18:18:09+00:00,#COVID #COVID19UG,https://twitter.com/sebintu/status/1248314271894843392
17,"Anne Juuko, Chief Executive @stanbicug said, “Our humble contribution is the ultimate expression of our national responsibility and commitment to Uganda’s growth.” #StaySafeUG #COVID19UG",2020-04-09 18:09:12+00:00,#StaySafeUG #COVID19UG,https://twitter.com/stanbicug/status/1248312020912541697
18,"#KeepinhUpWithM7 His Excellence YK #Museveni, shortcomings not withstanding, is a legend in his own league. His #FitnessChallenge #WorkoutChallenge is already on premiering on #BBCWorldNews #BBCFocusOnAfrica I hope the fight vs #COVID19UG #COVIDー19 won't be side tracked.",2020-04-09 18:00:23+00:00,#KeepinhUpWithM7 #Museveni #FitnessChallenge #WorkoutChallenge #BBCWorldNews #BBCFocusOnAfrica #COVID19UG #COVID,https://twitter.com/NansinguzaJ/status/1248309800913588230
19,This is so good. #StaySafeStayHome #STAYSAFEUG #COVID19UG ,2020-04-09 17:41:23+00:00,#StaySafeStayHome #STAYSAFEUG #COVID19UG,https://twitter.com/smoothvia/status/1248305020749127682
20,"If we come together as Ugandans, Africans, we will defeat #COVID19UG #COVIDー19, when we do that, we will not only do the hard work of rebuilding this African Continent, we will transform it.@UNYouthEnvoy @YALIRLCEA @SenFeinstein @DianaAtwine @KagutaMuseveni @JaneRuth_Aceng",2020-04-09 17:31:52+00:00,#COVID19UG #COVID,https://twitter.com/sebintu/status/1248302622941085699
21,"#KeepingUpWithM7 The #M7WorkoutChallenge has a winner and this none other than #MCKapale of @ComedyStoreUG. I saw among #MuhammadNsereko @mbabazi_l among other challenge participants. One thing is for sure, the #COVID19UG optimised press up is only half of the real press up.",2020-04-09 17:09:42+00:00,#KeepingUpWithM7 #M7WorkoutChallenge #MCKapale #MuhammadNsereko #COVID19UG,https://twitter.com/NansinguzaJ/status/1248297044562903047
22,"If this thread is the truth, it can be authoritatively put that #corruption is overrunning the fight against #CoronaVirus in #Uganda. #COVID19UG National taskforce seems to be deeply compromised already &amp; claims about poor quality of relief food, weren't entirely unfounded. https://twitter.com/PyeparFaisal/status/1247739191103877120",2020-04-09 16:46:55+00:00,#corruption #CoronaVirus #Uganda #COVID19UG,https://twitter.com/NansinguzaJ/status/1248291312924798979
23,Imagine getting rid of Covid-19 and then China releases Covid-19 S PLUS #COVIDー19 #COVID19UG #RutoSmokedOut #SingleGuysChallenge #coronavirus #covid19kenya #bankholiday #COVID19andNGOs #Covid19India #COVIDIDIOTS #COVID19indonesia #CoronaStopKaroNa #CoronavirusUSA,2020-04-09 16:42:29+00:00,#COVID #COVID19UG #RutoSmokedOut #SingleGuysChallenge #coronavirus #covid19kenya #bankholiday #COVID19andNGOs #Covid19India #COVIDIDIOTS #COVID19indonesia #CoronaStopKaroNa #CoronavirusUSA,https://twitter.com/Dijay_chris/status/1248290197026078720
24,"All along, I thought #Aponye was a pre-qualifed &amp; that #OPM procured the lot in the best interest of the country &amp; adhered to best practices of procurement SOPs. If the above thread's true, #corruption has overrun #COVID19UG National Taskforce But why arrest the incorruptible?",2020-04-09 16:35:55+00:00,#Aponye #OPM #corruption #COVID19UG,https://twitter.com/NansinguzaJ/status/1248288543266439169
25,"#KeepingUpWithM7 As he had promised yestersy in his #M7Address, the president released the #WorkoutVideo from indoor settings. No treadmill, no weights for lifting...typical improvisation. #StaySafe &amp; #Workout from your home with press ups tailor made for #COVID19UG #Lockdown",2020-04-09 16:17:38+00:00,#KeepingUpWithM7 #M7Address #WorkoutVideo #StaySafe #Workout #COVID19UG #Lockdown,https://twitter.com/NansinguzaJ/status/1248283943478198272
26,"When he decided to start with prayers, I knew #COVID19UG was defeated. HE @KagutaMuseveni has been successful in all his battles start with the liberation struggle coz he’s blessed with talent to mobilize. His humble,loving,humorous personality attracts many to follow his advice.",2020-04-09 15:59:33+00:00,#COVID19UG,https://twitter.com/AsantejnrRuhima/status/1248279390854754305
27,Leaders call for action to protect children from violence and abuse during #COVID19. Read their full statement here: https://www.end-violence.org/articles/leaders-call-action-protect-children-violence-and-abuse-during-covid-19 #COVID19UG #STAYSAFEUG #ENDViolence,2020-04-09 15:58:10+00:00,#COVID19 #COVID19UG #STAYSAFEUG #ENDViolence,https://twitter.com/UNICEFUganda/status/1248279045252493313
28,Leaders call for action to protect children from violence and abuse during #COVID19. Read their full statement here: https://www.end-violence.org/articles/leaders-call-action-protect-children-violence-and-abuse-during-covid-19 #COVID19UG #STAYSAFEUG #ENDViolence,2020-04-09 15:57:51+00:00,#COVID19 #COVID19UG #STAYSAFEUG #ENDViolence,https://twitter.com/UNICEFUganda/status/1248278961651699712
29,It’s a healthy measure to stay home and stay safe While your staying home you can have yourself a healthy breakfast on your table every morning during this #COVID19UG #ExpressHomeDelivery is here to serve you better,2020-04-09 15:55:58+00:00,#COVID19UG #ExpressHomeDelivery,https://twitter.com/PrinceRaymondHD/status/1248278490211856384
30,I want some sex so good I roll over & drink the water out the iron #RutoSideshow #WeStandWithKenyans #WeStandWithKenyans #COVID19UG #RutoSmokedOut #Uganda #cyrilramaphosa #SingleGuysChallenge #فيروس_كورونا #bankholiday #ThursdayMotivation #login,2020-04-09 15:55:00+00:00,#RutoSideshow #WeStandWithKenyans #WeStandWithKenyans #COVID19UG #RutoSmokedOut #Uganda #cyrilramaphosa #SingleGuysChallenge #bankholiday #ThursdayMotivation #login,https://twitter.com/Dijay_chris/status/1248278248234024960
31,Download the storybook here: https://www.unicef.org/press-releases/childrens-story-book-released-help-children-and-young-people-cope-covid-19 #COVID19UG #STAYSAFEUG,2020-04-09 14:52:03+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/UNICEFUganda/status/1248262403852308481
32,"'My Hero is You', aims to help children understand and come to terms with COVID-19, and was produced by a collaboration of more than 50 organizations working in the humanitarian sector, including the @WHO, @UNICEF, @Refugees, @ifrc &amp; @SavetheChildren #COVID19UG #StaySafeUG",2020-04-09 14:50:44+00:00,#COVID19UG #StaySafeUG,https://twitter.com/UNICEFUganda/status/1248262071302709248
33,"NEW STORY BOOK: “My Hero is You, How kids can fight COVID-19!” explains how children can protect themselves, their families and friends from #coronavirus and how to manage in a new &amp; rapidly changing reality. Download it here: https://www.unicef.org/press-releases/childrens-story-book-released-help-children-and-young-people-cope-covid-19 #COVID19UG #StaySafeUG",2020-04-09 14:50:43+00:00,#coronavirus #COVID19UG #StaySafeUG,https://twitter.com/UNICEFUganda/status/1248262068215713792
34,"Preaching the gospel of fitness amidst #COVID19UG lockdown challenges, Pres @KagutaMuseveni releases exercise video @KazibweKennyk19 reports. As a guerrilla leader (1971-86) he said he often did exercises in cramped hotel rooms",2020-04-09 14:32:28+00:00,#COVID19UG,https://twitter.com/DavidTumusiime/status/1248257474563629056
35,President of Uganda (@KagutaMuseveni) challenges Ugandans to workout from home. #STAYSAFEUG #COVID19UG #M7Address,2020-04-09 14:07:12+00:00,#STAYSAFEUG #COVID19UG #M7Address,https://twitter.com/Phathahofficial/status/1248251116237750273
36,There you go...Guys wanted a video. Await for challenges now on social media #COVID19UG #STAYSAFEUG,2020-04-09 14:04:36+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/IvanPinno/status/1248250464245694464
37,President #Museveni Exercises Indoors in Stay At Home Campaign Against Covid-19 https://www.softpower.ug/museveni-exercises-indoors-in-stay-at-home-campaign-against-covid-19/ via @SoftPowerNews #HealthyAtHome #COVIDー19 #COVID19UG #StayAtHome #PR #comms #Uganda #comms4good,2020-04-09 13:58:48+00:00,#Museveni #HealthyAtHome #HealthyAtHome #COVID #COVID19UG #StayAtHome #StayAtHome #PR #comms #Uganda #comms4good,https://twitter.com/PRAU_Uganda/status/1248249005194104839
38,A reminder of what we are missing during the #COVID19UG lockdown and what we will recover if we #StaySafeStayHome in 2020 #Uganda #Beauty #life,2020-04-09 13:56:32+00:00,#COVID19UG #StaySafeStayHome #Uganda #Beauty #life,https://twitter.com/DavidTumusiime/status/1248248434139598848
39,It's a holy Thursday and #COVID19 cannot stop us from celebrating even now that we're away for m each other. #COVID19UG #StaysafeUG #BuildingTomorrowTogether,2020-04-09 13:55:45+00:00,#COVID19 #COVID19UG #StaysafeUG #BuildingTomorrowTogether,https://twitter.com/FINCA_Uganda/status/1248248236168511488
40,"OPM officials arrested for inflating relief food prices causing Shs 4bn loss. They allegedly inflated the prices by Shs 500 per kg of maize flour (9,030,000kgs) and beans (635,000kgs) https://www.observer.ug/news/headlines/64196-opm-officials-arrested-for-inflating-relief-food-prices #corruption #COVID19 #COVID19UG #Uganda",2020-04-09 13:55:43+00:00,#corruption #COVID19 #COVID19UG #Uganda,https://twitter.com/observerug/status/1248248227217813505
41,There you go: https://twitter.com/ntvuganda/status/1248244836911775744?s=09 #keepingUpWithTheKagutas #lockdown #COVID19UG,2020-04-09 13:48:10+00:00,#keepingUpWithTheKagutas #lockdown #COVID19UG,https://twitter.com/agabadave/status/1248246327281995776
42,Does #chururu soup make more sense now? #COVID19UG,2020-04-09 13:38:13+00:00,#chururu #COVID19UG,https://twitter.com/kydiaoliv/status/1248243824167489537
43,Our prayers are with our #kenyan brothers and sisters as the #covid19kenya cases rise to 184 with 7 deaths #TogetherAtADistance we shall overcome this nightmare #STAYSAFEUG #COVID19UG ,2020-04-09 13:17:39+00:00,#kenyan #covid19kenya #TogetherAtADistance #STAYSAFEUG #COVID19UG,https://twitter.com/ikyomuhendo/status/1248238647004073986
44,I'm liking the idea of giving tangible support rather than cash. Government's procurement system is dead. APONYE #STAYSAFEUG #COVID19UG ,2020-04-09 13:06:48+00:00,#STAYSAFEUG #COVID19UG,https://twitter.com/Phathahofficial/status/1248235917036453889
45,"Great initiative! @MinofHealthUG receives 25 tonnes (25,000kgs) of Maize flour from @NBLUganda. These will help feed those who can't raise food amid the Lockdown. #COVID19UG #STAYSAFEUG @NileStout",2020-04-09 13:02:40+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/Phathahofficial/status/1248234877209763842
46,"True revolutionist leads the way! No battle is too big for us to win, no distance is too long for us to move if it’s for the good of our Nation. I’m forever proud of my President. #COVID19UG #StaySafeStayHome #STAYSAFEUG #StayInWorkOut",2020-04-09 12:59:04+00:00,#COVID19UG #StaySafeStayHome #STAYSAFEUG #StayInWorkOut,https://twitter.com/AsantejnrRuhima/status/1248233972066324480
47,If you are a small business owner (like me). Join the conversion with @Comrade_Otoa today at #4:30pm on #FacebookLive &amp; #Twitter as they discuss the implication of #Covid19UG and how best we can survive it without losing our businesses. link: http://facebook.com/ookao #SMEConnect,2020-04-09 12:55:45+00:00,#FacebookLive #Twitter #Covid19UG #SMEConnect,https://twitter.com/MadMudokolo/status/1248233137836101632
48,#COVID19UG my President ,2020-04-09 12:49:59+00:00,#COVID19UG,https://twitter.com/IvanPinno/status/1248231685331857408
49,Despite the stress that #COVID19UG has caused....our own Mzee @KagutaMuseveni never leaves us bored or feeling lonely.... ...we luv u papa,2020-04-09 12:49:24+00:00,#COVID19UG,https://twitter.com/manofthemomentz/status/1248231539638439936
50,Thank you @KagutaMuseveni akawunga tukalidde. Waiting for the Easter meat &amp; chicken. #lockdownug #COVID19UG #STAYSAFEUG #StaySafeStayHome,2020-04-09 12:49:02+00:00,#lockdownug #COVID19UG #STAYSAFEUG #StaySafeStayHome,https://twitter.com/KhuleDeo/status/1248231444754976769
51,"#KazofmNews President @KagutaMuseveni has started what he promised in his last #COVID19UG address. ""I started my day with indoor exercising."" ",2020-04-09 12:47:03+00:00,#KazofmNews #COVID19UG,https://twitter.com/978KazoFM/status/1248230947771875331
52,@RebeccaKadagaUG As a concerned citizen of the Republic of Uganda I suggest All our MPs to Handover some of their vehicles to @MinofHealthUG for the #COVID19UG Donation for easy Transportation For our Healthy Workers and Quick Response of Emergency Thanks #STAYSAFEUG,2020-04-09 12:06:42+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/KKarim02/status/1248220793860960256
53,OwinoMarket vendors stressed about COVID-19. Mzee Salongo Bwanika Unhappy about his tomatoes rotting since no one is buying. He used to sell a box of tomatoes in a day but now he sells a box in four to five days. He worries how this is supporting his family home. #COVID19UG #AFP,2020-04-09 11:59:43+00:00,#COVID19UG #AFP,https://twitter.com/AnthonyAtiko/status/1248219036363653122
54,"The president H.E @KagutaMuseveni himself has not yet contributed to the fight against #COVID19UG , he should be exemplary! Ministers and MPs too haven't. How can the leaders not ""lead"" even with a little they can.",2020-04-09 11:55:52+00:00,#COVID19UG,https://twitter.com/ceaser_kachope/status/1248218065373933569
55,I feel so tearful watching this video and relating it to some President advocating for donations from the private sector.Thank you everyone that has contributed in your capacity. #Mission2021 #COVID19UG ,2020-04-09 11:31:24+00:00,#Mission2021 #COVID19UG,https://twitter.com/BryanKalulu/status/1248211907321958400
56,This is the one I was waiting for.. Let's see how far this goes.. #COVID19UG #MBUArrests,2020-04-09 11:16:52+00:00,#COVID19UG #MBUArrests,https://twitter.com/JenifaOchwo/status/1248208251017199616
57,Haro @AlexMuhangi hati ezi sente zitutweire turakuha @ComedyStoreUG buri gwakana niwe tokoraho akatuhayo eza okugwanisa #COVID19UG remember not to contribute jokes because @Cocacolauganda has contributed all the covid jokes omu bidomola.,2020-04-09 11:09:21+00:00,#COVID19UG,https://twitter.com/mcon118/status/1248206360321445891
58,"AD: As part of the efforts to fight and control COVID-19 in Uganda, @nmsuganda will be closed to its customers, suppliers and the general public for the next 30 days. For inquiries: +256417104000, Toll free number +2560800122221 email: sales@nms.go.ug #COVID19 #COVID19UG ",2020-04-09 10:53:11+00:00,#COVID19 #COVID19UG,https://twitter.com/ChimpReports/status/1248202290860830720
59,I knew a worse pandemic than #COVID19UG was within. Thanks Afande @edthnaka,2020-04-09 10:38:58+00:00,#COVID19UG,https://twitter.com/mcon118/status/1248198713882882048
60,@MinofHealthUG some ppl under quarantine at Arch apartments ntinda are making noise since 11am maybe they need some counseling @PoliceUg #lockdownug #COVID19UG,2020-04-09 10:36:33+00:00,#lockdownug #COVID19UG,https://twitter.com/unclemahad/status/1248198105494888448
61,Abawasa “inner beauty “ kiri kitya? Kati oli awo otunulira ekintu Kyo nawe bikusobedde #COVID19UG ,2020-04-09 10:36:12+00:00,#COVID19UG,https://twitter.com/BryanKalulu/status/1248198017129291776
62,"As companies and well wishers flood in their donations aimed at feeding communities affected by the lock down due to the #COVID19UG pandemic, Let us not forget the Government of Uganda is borrowing Shs. 1.7 trillion &amp; this week passed 900bn , if used well, they can contain corona",2020-04-09 10:22:03+00:00,#COVID19UG,https://twitter.com/kheno1/status/1248194458908311555
63,"#COVID19UG RELIEF, FUND: Top @OPMUganda Officials arrested Details, ",2020-04-09 10:17:13+00:00,#COVID19UG,https://twitter.com/TheSecondOpini1/status/1248193240735666177
64,Listened to @KagutaMuseveni read out list of donors towards #COVID19UG fight. Where are the pastor's donations?,2020-04-09 10:11:06+00:00,#COVID19UG,https://twitter.com/ariakaa/status/1248191700272648193
65,"Property Mogul Alam arrested for property destruction&injuring humans in a Mubende district eviction over disputed land. OPM officials, including Martin Owor, arrested by @edthnaka over mishandling #COVID19UG #COVIDー19 relief food. Follow up on stern warning from the President",2020-04-09 10:08:49+00:00,#COVID19UG #COVID,https://twitter.com/REssenceWorld/status/1248191127582359559
66,"Uganda was hit by COVID-19; over 52 cases have been confirmed by the @MinofHealthUG. Activistas, CSOs are making a unique contribution to the #COVID19UG response. Raphael Ojakal, activista from Katakwi district calls for unification in this #COVID19 pandemic fight. #STAYSAFEUG",2020-04-09 10:07:21+00:00,#COVID19UG #COVID19 #STAYSAFEUG,https://twitter.com/global_uganda/status/1248190758949203969
67,Twitter CEO donates 1bn USD for the #COVID19UG fight. Wow!,2020-04-09 10:01:11+00:00,#COVID19UG,https://twitter.com/MadMudokolo/status/1248189206607925248
68,"As part of our commitment to fight the #COVIDー19 pandemic, we have further procured 400 units (each containing 7 pieces &lt;2,800&gt;) of Personal Protective Equipment (PPE) from Joint Medical Stores. This protective gear is to be handed over to @MinofHealthUG. #COVID19UG #STAYSAFEUG",2020-04-09 09:59:01+00:00,#COVID #COVID19UG #STAYSAFEUG,https://twitter.com/stanbicug/status/1248188658664030213
69,"According to @PoliceUg, 5 people have been so far killed in Domestic violence disputes since the government's measure of staying home (lockdown) to slow down on the spread of #COVID19UG . ",2020-04-09 09:45:52+00:00,#COVID19UG,https://twitter.com/KweetaUganda/status/1248185349265854465
70,Parliament should have stopped business way back when they started pointing fingers amongst themselves on who traveled! They are ignorantly assume the are immune to #COVID19UG ,2020-04-09 09:35:25+00:00,#COVID19UG,https://twitter.com/orombiw/status/1248182720699740160
71,"@RebeccaKadagaUG since @KagutaMuseveni issued guidelines you have vehemently continued to conduct business, puting lives of over 1000(MPs&amp;Staff) at stake, they come home everyday. He didn't too consider @Parliament_Ug an essential service #LeadbyExample #Work4romHome #COVID19UG",2020-04-09 09:34:07+00:00,#LeadbyExample #Work4romHome #COVID19UG,https://twitter.com/AransMC1/status/1248182393166594053
72,A big applause for the health workers amidst COVID 19 season. #StayHomeUg #COVID19UG #ThursdayThoughts #ThursdayMotivation #StaySafe #StayHomeSaveLives,2020-04-09 09:31:51+00:00,#StayHomeUg #COVID19UG #ThursdayThoughts #ThursdayMotivation #StaySafe #StayHomeSaveLives,https://twitter.com/njukihassan/status/1248181825006178305
73,I hate pastor Bugingo personally even since his utterances about the ex wife as they broke up but i now find him with a more humane face. He said faith with out action is dead & he donated 100m to the fight against #COVID19UG . @Phanerookampala #mbonye,2020-04-09 09:29:03+00:00,#COVID19UG #mbonye,https://twitter.com/mcon118/status/1248181118723133441
74,"Again, overreaction is best way to deal with #COVID19UG. Not sure if @KagutaMuseveni will relax measures (unlikely)next week. Lockdown can be relaxed scientifically; a) Areas where 13 cases went should have extended lockdown. b) Airport &amp; borders remain closed (30 days minimum).",2020-04-09 09:26:56+00:00,#COVID19UG,https://twitter.com/Rwakakamba/status/1248180586444881921
75,#COVID19UG: Museveni commends Bobi Wine over donation https://bit.ly/39WKg94 #SqoopUpdates,2020-04-09 09:21:57+00:00,#COVID19UG #SqoopUpdates,https://twitter.com/MonitorSqoop/status/1248179332599689216
76,@KiiraMotors and @MakSPH are working around the clock to produce a low cost ventilator to fight #COVID19UG,2020-04-09 09:18:33+00:00,#COVID19UG,https://twitter.com/Denis_Jjuuko/status/1248178477683138561
77,Questions to @mulumbacehurd How feasible do you think it is for NGOs to participate in public decision making in this period that local gov'ts are setting task forces to fight against #COVID19UG? NGOs' views can be considered as they continue working remotely. #COVID19andNGOs,2020-04-09 09:18:24+00:00,#COVID19UG #COVID19andNGOs,https://twitter.com/clintontumanye/status/1248178436927033346
78,"""Every day we are getting new information on #COVID19UG, we need to mutate alike. We need to build a movement to support each other as NGOs"" #COVID19andNGOs @mulumbacehurd",2020-04-09 09:01:01+00:00,#COVID19UG #COVID19andNGOs,https://twitter.com/clintontumanye/status/1248174064243486722
79,".Hey #UOT, this is @CocaColaAfrica's contribution to #COVID19UG so far. &gt; #US$22,300 to @MinofHealthUG &gt; All #AdvertisingBudget for raising awareness to #COVID19UG &gt; #30Cartons of @RwenzoriUg Water for #all mandatory quarantine #centers #187Jerrycans for #Handwashing ",2020-04-09 08:51:37+00:00,#UOT #COVID19UG #US #AdvertisingBudget #COVID19UG #30Cartons #all #centers #187Jerrycans #Handwashing #Handwashing,https://twitter.com/UncleBobUganda/status/1248171696655339521
80,Some nights I run around my room when Mama Janet is sleeping- Museveni https://bit.ly/39VHLUz #COVID19UG #SqoopUpdates,2020-04-09 08:41:27+00:00,#COVID19UG #SqoopUpdates,https://twitter.com/MonitorSqoop/status/1248169139253972993
81,"Good morning everyone. Please stand by...Although slightly delayed, we will begin our scheduled Facebook Live shortly! Catch the discussion at http://facebook.com/usembassykampala #COVID19UG #COVID19UG ",2020-04-09 08:28:10+00:00,#COVID19UG #COVID19UG,https://twitter.com/usmissionuganda/status/1248165796884484097
82,"At the moment, such Doctors are no different from Doctors like Dr. Hilderman and Dr. Jose Chameleon. They must #StayHomeStaySafe #COVID19UG",2020-04-09 08:19:33+00:00,#StayHomeStaySafe #COVID19UG,https://twitter.com/FrancisOkullu/status/1248163627624009728
83,Safe pregnancies and childbirth depend on functioning and accessible health systems and strict adherence to infection prevention control measures. #COVID19UG #SRHRandCOVID19 #StaySafeUg,2020-04-09 08:17:43+00:00,#COVID19UG #SRHRandCOVID19 #StaySafeUg,https://twitter.com/BakshiAsuman/status/1248163168796450816
84,"Stock up - daily home essentials for Easter - with just a click. Buy food, household items.. Shop now >> https://bit.ly/2wcZjxz #JumiaContactlessDelivery #JumiaHeroes #JumiaSafeDelivery #COVID19UG #M7Address",2020-04-09 08:13:54+00:00,#JumiaContactlessDelivery #JumiaHeroes #JumiaSafeDelivery #COVID19UG #M7Address,https://twitter.com/Phathahofficial/status/1248162205780107267
85,"@PatriqKanyomozi @nbstv But for heaven's sake for the many years we've consumed these Coca-Cola drinks, how can the whole Coca-Cola plant donate empty water jerricans instead of a bland new Ambulance vehicle ..shame upon you @centurybottling #COVID19 #COVID19UG",2020-04-09 07:54:07+00:00,#COVID19 #COVID19UG,https://twitter.com/MukWilliam/status/1248157229385203713
86,IDI recently handed over Point of Entry (PoE) Equipment worth UGX310M for Infection Control to help in the fight against #COVID19UG #coronavirus @mtic_uganda @URAuganda @ACCA_Uganda @UgandaMediaCent @Parliament_Ug @WHO @WHOUganda,2020-04-09 07:38:43+00:00,#COVID19UG #coronavirus,https://twitter.com/CEOEastAfrica/status/1248153351394603009
87,"Coronavirus cases around the world (April 9,2020, 10:25am): 1,519,571, deaths - 88,550, recovered - 331,011. In Africa: Total cases - 11,310, recovered - 1,351, deaths - 570. #CroozefmNews #COVIDー19 #COVID19Pandemic #COVID19 #COVID19UG",2020-04-09 07:28:02+00:00,#CroozefmNews #COVID #COVID19Pandemic #COVID19 #COVID19UG,https://twitter.com/AaronAinomugis3/status/1248150662610923521
88,"So if it is an emergency, why are we having RDC Hot lines and not the Ambulance services? May be the definition of emergence changed during this time of the #COVID19UG #COVID19",2020-04-09 07:22:38+00:00,#COVID19UG #COVID19,https://twitter.com/bushkenno/status/1248149306038579205
89,"Re-opening of Schools are still scheduled for the 27th April, however this is subject to revision based on the trend of current emergency situation @KagutaMuseveni @GCICUganda @Educ_SportsUg @JanetMuseveni @newvisionwire #COVID19UG ",2020-04-09 07:19:20+00:00,#COVID19UG,https://twitter.com/akmartos1/status/1248148475142946816
90,Kudos to insurance companies for finally agreeing to cover #COVID19UG under medical insurance. @MinofHealthUG @IraUganda @JuliusMukunda @smagara4 @MugoberaRonald @LawNkonge #StaySafeStayHome,2020-04-09 06:38:03+00:00,#COVID19UG #StaySafeStayHome,https://twitter.com/CSBAGUGANDA/status/1248138087269621766
91,Have any churches bought airtime so that Christians can attend Holy Thursday masses on TV or Radio? #COVID19UG #HolyThursday #HolyWeek,2020-04-09 06:33:03+00:00,#COVID19UG #HolyThursday #HolyWeek,https://twitter.com/MissMuhindo/status/1248136827955003393
92,#COVID19UG outbreak: Experts urge @GovUganda to review and make changes to the budget. @mofpedU @JuliusMukunda @DailyMonitor #STAYSAFEUG,2020-04-09 06:25:15+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/CSBAGUGANDA/status/1248134866132070401
